0	4
1	4
2	4
3	4
4	4
5	4
6	4
7	4
8	4
9	4
10	4
11	1
12	4
13	4
14	4
15	4
16	3
17	4
18	4
19	4
20	4
21	4
22	4
23	4
24	4
25	3
26	4
27	4
28	4
29	2
30	3
31	3
32	3
33	4
34	4
35	4
36	4
37	3
38	3
39	4
40	1
41	3
42	4
43	4
44	4
45	3
46	4
47	3
48	4
49	2
50	2
51	4
52	4
53	3
54	4
55	4
56	4
57	3
58	4
59	4
60	4
61	4
62	4
63	4
64	4
65	3
66	2
67	4
68	4
69	2
70	4
71	4
72	4
73	4
74	4
75	4
76	4
77	3
78	3
79	4
80	4
81	4
82	4
83	4
84	3
85	3
86	4
87	4
88	4
89	4
90	3
91	2
92	4
93	4
94	4
95	4
96	3
97	4
98	4
99	3
100	4
101	1
102	4
103	4
104	4
105	4
106	3
107	3
108	2
109	4
110	4
111	4
112	4
113	4
114	4
115	4
116	4
117	4
118	4
119	4
120	4
121	4
122	3
123	3
124	4
125	1
126	4
127	4
128	4
129	4
130	4
131	4
132	4
133	4
134	4
135	3
136	4
137	4
138	4
139	4
140	4
141	4
142	4
143	4
144	4
145	4
146	4
147	4
148	2
149	3
150	3
151	4
152	4
153	1
154	4
155	2
156	3
157	4
158	4
159	2
160	4
161	2
162	4
163	4
164	4
165	4
166	3
167	1
168	4
169	2
170	4
171	3
172	2
173	4
174	4
175	2
176	4
177	4
178	4
179	4
180	4
181	4
182	1
183	1
184	3
185	4
186	3
187	2
188	4
189	4
190	4
191	4
192	4
193	4
194	4
195	1
196	4
197	4
198	4
199	4
200	4
201	4
202	4
203	4
204	4
205	4
206	4
207	4
208	4
209	3
210	3
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	4
219	4
220	4
221	2
222	4
223	4
224	4
225	4
226	4
227	4
228	3
229	4
230	3
231	4
232	4
233	4
234	4
235	3
236	4
237	4
238	3
239	3
240	4
241	4
242	4
243	2
244	3
245	4
246	4
247	4
248	3
249	4
250	4
251	4
252	4
253	4
254	2
255	4
256	4
257	4
258	4
259	4
260	4
261	4
262	3
263	2
264	4
265	4
266	4
267	4
268	4
269	4
270	4
271	4
272	4
273	4
274	4
275	4
276	4
277	4
278	4
279	4
280	4
281	4
282	4
283	2
284	4
285	2
286	3
287	4
288	4
289	4
290	4
291	4
292	2
293	4
294	4
295	4
296	4
297	4
298	4
299	2
