0	[234 273 273 234]
1	[273 234 234 273]
2	[ 78 117  78  78]
3	[195 117 195 117]
4	[1404  468  312  351]
5	[468 780 585 468]
6	[117 117 273 273]
7	[702 351 312 351]
8	[351 312 351 702]
9	[156 117 234 117]
10	[819 702 702 546]
11	[195 312 312 195]
12	[156 156 156 117]
13	[273  78  78  78]
14	[273 273 117 273]
15	[117 117 273 273]
16	[117 273 117 117]
17	[273  78 273  78]
18	[195 390 156 390]
19	[273 117 117 273]
20	[273 234 273 273]
21	[156 195 156 195]
22	[351 273 273 273]
23	[ 468 1092  819 1092]
24	[1365 1092  780 1365]
25	[ 390  702 1755 1755]
26	[117  78  78  78]
27	[312 273 312 312]
28	[936 585 780 780]
29	[ 390  546 1365 1365]
30	[312 312 351 351]
31	[117 117 468 156]
32	[312 312 468 351]
33	[273 117 117 273]
34	[234 234 117 156]
35	[273 117 117 273]
36	[117  78  78 117]
37	[2184 2184 2808 2457]
38	[117  78  78 117]
39	[117 156 117 117]
40	[117 273 117 117]
41	[546 468 468 819]
42	[273 117 117 117]
43	[312 273 312 312]
44	[195 234 195 234]
45	[351 273 351 351]
46	[273 117 273 117]
47	[117 273 273 117]
48	[273 117 273 273]
49	[273 117 117 117]
50	[195 234 234 195]
51	[351 702 156 156]
52	[195 273 273 195]
53	[273 117 117 117]
54	[117 156 312 312]
55	[156 156 351 156]
56	[195 195 312 195]
57	[117 273 117 273]
58	[117  78  78  78]
59	[156 156 117 156]
60	[ 78 351  78 351]
61	[273 117 273 117]
62	[273 117 273 117]
63	[ 819  936  819 1092]
64	[117 156 156 156]
65	[312 351 312 312]
66	[117 117 273 117]
67	[273 273 117 273]
68	[351 351 273 351]
69	[117 117 117 273]
70	[117 273 117 117]
71	[273 117 273 117]
72	[273 273 117 273]
73	[156 156 351 351]
74	[ 78  78 351 351]
75	[1404 1404 2457 1092]
76	[234 195 195 234]
77	[312 273 546 273]
78	[117 117 117 273]
79	[1755 2457 1365 1365]
80	[ 78 195  78 195]
81	[273 273 273 117]
82	[ 819 1365  585  819]
83	[ 78  78 195  78]
84	[195  78 195  78]
85	[234 195 234 234]
86	[195 312 312 312]
87	[ 780 1755 1404 1755]
88	[195  78 195 195]
89	[195 195 273 195]
90	[1092  936 1092  819]
91	[156 156 273 273]
92	[ 585  819 1365 1365]
93	[273 195 195 273]
94	[234 819 546 819]
95	[195 195  78 195]
96	[351  78 351  78]
97	[ 936  936  585 1560]
98	[117  78 117  78]
99	[351 351 195 195]
100	[312 312 312 351]
101	[156 156 156 273]
102	[117 117 156 156]
103	[195 195 351 351]
104	[195  78  78 195]
105	[1365 1638 1170 1365]
106	[ 78  78 195 195]
107	[312 273 312 312]
108	[234  78 351 351]
109	[ 78  78 195 195]
110	[234 195 195 195]
111	[195  78  78 195]
112	[195  78 195  78]
113	[2730 1170 1638 1365]
114	[546 819 819 702]
115	[273 273 273 117]
116	[ 78  78 195 195]
117	[ 78 195 195  78]
118	[2808 2808 2184 2457]
119	[117 234 312 312]
120	[117 156 117 156]
121	[351 351 273 351]
122	[273  78  78 273]
123	[312 312 312 351]
124	[ 78 195  78  78]
125	[351 312 351 351]
126	[ 78 195  78 195]
127	[117  78  78 117]
128	[156 273 156 156]
129	[ 78 195 195  78]
130	[195 195  78  78]
131	[ 78 195 195 195]
132	[195 195 273 195]
133	[ 78 195  78 195]
134	[195 195  78  78]
135	[ 78  78 195 195]
136	[351 273 351 273]
137	[ 78  78 195  78]
138	[ 78  78  78 351]
139	[ 78  78 195 195]
140	[156 351 156 234]
141	[195 156 195 156]
142	[312 195 312 312]
143	[273 273 195 273]
144	[195 195 195  78]
145	[273 117 273 117]
146	[ 78 117 117 117]
147	[351 351 351 156]
148	[195  78  78 195]
149	[156 156 234 351]
150	[1092 2457 2457 1404]
151	[273 273 117 117]
152	[195  78  78 195]
153	[312 195 312 312]
154	[195  78 195  78]
155	[546 273 546 156]
156	[195 351 351 195]
157	[273 195 195 273]
158	[312 312 312 117]
159	[156 117 234 234]
160	[273 273 273 351]
161	[273 273 117 273]
162	[273 234 234 273]
163	[195  78 195 195]
164	[117 195 195 117]
165	[351 156 156 156]
166	[234 273 234 234]
167	[195  78  78 195]
168	[156 156 117 117]
169	[ 78  78  78 195]
170	[273 234 273 234]
171	[156 351 351 351]
172	[ 78 195  78 195]
173	[468 351 468 156]
174	[156 312 156 117]
175	[156 351 351 156]
